posicion,sufijo,descripcion
4202.12.10.940,NC02,PERIMETRO POR CARA SUPERIOR A 120 cm PERO INFERIOR O IGUAL A 150 cm.
4202.12.10.940,NC03,PERIMETRO POR CARA SUPERIOR A 150 cm PERO INFERIOR O IGUAL A 180 cm.
4202.12.10.940,NC04,PERIMETRO POR CARA SUPERIOR A 180 cm PERO INFERIOR O IGUAL A 330 cm.
4202.12.10.940,ND01,CON BANDEJAS LEVADIZAS.
4202.12.10.990,NA01,CON GUARNICIONES DE METALES COMUNES
4202.12.10.990,NB01,CON RUEDAS
4202.12.20.110,NA01,CON GUARNICIONES DE METALES COMUNES
4202.12.20.110,NB01,CON RUEDAS
4202.12.20.120,NA01,CON GUARNICIONES DE METALES COMUNES
4202.12.20.120,NB01,CON RUEDAS
4202.12.20.190,NA01,CON GUARNICIONES DE METALES COMUNES
4202.12.20.190,NB01,CON RUEDAS
4202.12.20.910,NA01,CON GUARNICIONES DE METALES COMUNES
4202.12.20.910,NB01,CON RUEDAS
4202.12.20.920,NA01,CON GUARNICIONES DE METALES COMUNES
4202.12.20.920,NB01,CON RUEDAS
4202.12.20.920,NC01,PRESENTADOS EN SET.
4202.12.20.920,ZA,CANTIDAD DE UNIDADES.
4202.12.20.930,NA01,CON GUARNICIONES DE METALES COMUNES
4202.12.20.930,NB01,CON RUEDAS
4202.12.20.940,NA01,CON GUARNICIONES DE METALES COMUNES
4202.12.20.940,NB01,CON RUEDAS
4202.12.20.990,NA01,CON GUARNICIONES DE METALES COMUNES
4202.12.20.990,NB01,CON RUEDAS
4202.19.00.111,NA01,CON GUARNICIONES DE METALES COMUNES
4202.19.00.111,NB01,CON RUEDAS
4202.19.00.119,NA01,CON GUARNICIONES DE METALES COMUNES
4202.19.00.119,NB01,CON RUEDAS
4202.19.00.191,NA01,CON GUARNICIONES DE METALES COMUNES
4202.19.00.191,NB01,CON RUEDAS
4202.19.00.192,NA01,CON GUARNICIONES DE METALES COMUNES
4202.19.00.192,NB01,CON RUEDAS
4202.19.00.192,NC01,PRESENTADOS EN SET.
4202.19.00.192,ZA,CANTIDAD DE UNIDADES.
4202.19.00.193,NA01,CON GUARNICIONES DE METALES COMUNES
4202.19.00.193,NB01,CON RUEDAS
4202.19.00.199,NA01,CON GUARNICIONES DE METALES COMUNES
4202.19.00.199,NB01,CON RUEDAS
4202.19.00.911,NA01,DE FIBRA VULCANIZADA
4202.19.00.911,NB01,CON GUARNICIONES DE METALES COMUNES
4202.19.00.911,NC01,CON RUEDAS
4202.19.00.912,NA01,DE FIBRA VULCANIZADA
4202.19.00.912,NB01,CON GUARNICIONES DE METALES COMUNES
4202.19.00.912,NC01,CON RUEDAS
4202.19.00.919,NA01,DE FIBRA VULCANIZADA
4202.19.00.919,NB01,CON GUARNICIONES DE METALES COMUNES
4202.19.00.919,NC01,CON RUEDAS
4202.19.00.991,NA01,DE FIBRA VULCANIZADA
4202.19.00.991,NB01,CON GUARNICIONES DE METALES COMUNES
4202.19.00.991,NC01,CON RUEDAS
4202.19.00.992,NA01,DE FIBRA VULCANIZADA
4202.19.00.992,NB01,CON GUARNICIONES DE METALES COMUNES
4202.19.00.992,NC01,CON RUEDAS
4202.19.00.992,ND01,PRESENTADOS EN SET.
4202.19.00.992,NE01,PERIMETRO POR CARA SUPERIOR A 90 cm PERO INFERIOR O IGUAL A 120 cm.
4202.19.00.992,NE02,PERIMETRO POR CARA SUPERIOR A 120 cm PERO INFERIOR O IGUAL A 150 cm.
4202.19.00.992,NE03,PERIMETRO POR CARA SUPERIOR A 150 cm PERO INFERIOR O IGUAL A 180 cm.
4202.19.00.992,NE04,PERIMETRO POR CARA SUPERIOR A 180 cm PERO INFERIOR O IGUAL A 330 cm.
4202.19.00.992,NF01,CON BANDEJAS LEVADIZAS.
4202.19.00.992,ZA,CANTIDAD DE UNIDADES.
4202.19.00.993,NA01,DE FIBRA VULCANIZADA
4202.19.00.993,NB01,CON GUARNICIONES DE METALES COMUNES
4202.19.00.993,NC01,CON RUEDAS
4202.19.00.994,NA01,DE FIBRA VULCANIZADA
4202.19.00.994,NB01,CON GUARNICIONES DE METALES COMUNES
4202.19.00.994,NC01,CON RUEDAS
4202.19.00.994,ND01,PERIMETRO POR CARA SUPERIOR A 90 cm PERO INFERIOR O IGUAL A 120 cm.
4202.19.00.994,ND02,PERIMETRO POR CARA SUPERIOR A 120 cm PERO INFERIOR O IGUAL A 150 cm.
4202.19.00.994,ND03,PERIMETRO POR CARA SUPERIOR A 150 cm PERO INFERIOR O IGUAL A 180 cm.
4202.19.00.994,ND04,PERIMETRO POR CARA SUPERIOR A 180 cm PERO INFERIOR O IGUAL A 330 cm.
4202.19.00.994,NE01,CON BANDEJAS LEVADIZAS.
4202.19.00.999,NA01,DE FIBRA VULCANIZADA
4202.19.00.999,NB01,CON GUARNICIONES DE METALES COMUNES
4202.19.00.999,NC01,CON RUEDAS
4202.21.00.110,NA01,DE CUERO NATURAL
4202.21.00.110,NA02,DE CUERO AGAMUZADO.
4202.21.00.110,NA03,DE CUERO CHAROLADO.
4202.21.00.110,NB01,DE CUERO VACUNO
4202.21.00.110,NB02,DE CUERO DE CARPINCHO
4202.21.00.110,NB03,DE CUERO DE PECARI
4202.21.00.110,NB04,DE CUERO DE REPTIL
4202.21.00.110,NB05,CONSTITUIDO CON RECORTES DE CUERO NATURAL
4202.21.00.110,NC01,PLENA FLOR
4202.21.00.110,NC02,DESCARNE
4202.21.00.110,NC03,COMBINADO PLENA FLOR Y DESCARNE
4202.21.00.110,ND01,RIGIDOS
4202.21.00.110,NE01,FORRADOS
4202.21.00.110,NG01,CON ACCESORIOS DE METALES COMUNES
4202.21.00.110,NH01,CON ACCESORIOS DE METALES PRECIOSOS
4202.21.00.110,NI01,CON BANDOLERA
4202.21.00.110,NJ01,CON ASAS
4202.21.00.110,NK01,CON DIVISIONES
4202.21.00.190,NA01,DE CUERO NATURAL
4202.21.00.190,NA02,DE CUERO AGAMUZADO.
4202.21.00.190,NA03,DE CUERO CHAROLADO.
4202.21.00.190,NB01,DE CUERO VACUNO
4202.21.00.190,NB02,DE CUERO DE CARPINCHO
4202.21.00.190,NB03,DE CUERO DE PECARI
4202.21.00.190,NB04,DE CUERO DE REPTIL
4202.21.00.190,NB05,CONSTITUIDO CON RECORTES DE CUERO NATURAL
4202.21.00.190,NC01,PLENA FLOR
4202.21.00.190,NC02,DESCARNE
4202.21.00.190,NC03,COMBINADO PLENA FLOR Y DESCARNE
4202.21.00.190,ND01,RIGIDOS
4202.21.00.190,NE01,FORRADOS
4202.21.00.190,NG01,CON ACCESORIOS DE METALES COMUNES
4202.21.00.190,NH01,CON ACCESORIOS DE METALES PRECIOSOS
4202.21.00.190,NI01,CON BANDOLERA
4202.21.00.190,NJ01,CON ASAS
4202.21.00.190,NK01,CON DIVISIONES
4202.21.00.210,NA01,RIGIDAS
4202.21.00.210,NB01,FORRADAS
4202.21.00.210,NC01,CON ACCESORIOS DE METALES COMUNES
4202.21.00.210,ND01,CON ACCESORIOS DE METALES PRECIOSOS
4202.21.00.210,NE01,CON BANDOLERA
4202.21.00.210,NF01,CON ASAS
4202.21.00.210,NG01,CON DIVISIONES
4202.21.00.290,NA01,RIGIDAS
4202.21.00.290,NB01,FORRADAS
4202.21.00.290,NC01,CON ACCESORIOS DE METALES COMUNES
4202.21.00.290,ND01,CON ACCESORIOS DE METALES PRECIOSOS
4202.21.00.290,NE01,CON BANDOLERA
4202.21.00.290,NF01,CON ASAS
4202.21.00.290,NG01,CON DIVISIONES
4202.22.10.110,NB01,FORRADOS.
4202.22.10.110,NC01,CON ACCESORIOS DE METALES COMUNES.
4202.22.10.110,NC02,CON ACCESORIOS DE METALES PRECIOSOS.
4202.22.10.110,NC03,CON ACCESORIOS DE MADERA.
4202.22.10.110,NC04,CON ACCESORIOS DE OTRAS MATERIAS.
4202.22.10.110,ND01,CON BANDOLERA UNICAMENTE.
4202.22.10.110,ND02,CON ASAS UNICAMENTE.
4202.22.10.110,ND03,CON BANDOLERA Y ASAS.
4202.22.10.110,NF01,CON DIVISIONES.
4202.22.10.110,NG01,CON SUSTRATO.
4202.22.10.110,NH01,CON BOLSILLOS INTERIORES.
4202.22.10.110,NI01,DE PLASTICO COMPACTO.
4202.22.10.190,NB01,FORRADOS.
4202.22.10.190,NC01,CON ACCESORIOS DE METALES COMUNES.
4202.22.10.190,NC02,CON ACCESORIOS DE METALES PRECIOSOS.
4202.22.10.190,NC03,CON ACCESORIOS DE MADERA.
4202.22.10.190,NC04,CON ACCESORIOS DE OTRAS MATERIAS.
4202.22.10.190,ND01,CON BANDOLERA UNICAMENTE.
4202.22.10.190,ND02,CON ASAS UNICAMENTE.
4202.22.10.190,ND03,CON BANDOLERA Y ASAS.
4202.22.10.190,NF01,CON DIVISIONES.
4202.22.10.190,NG01,CON SUSTRATO.
4202.22.10.190,NH01,CON BOLSILLOS INTERIORES.
4202.22.10.190,NI01,DE PLASTICO COMPACTO.
4202.22.10.900,NB01,FORRADAS
4202.22.10.900,NC01,CON ACCESORIOS DE METALES COMUNES
4202.22.10.900,NC02,CON ACCESORIOS DE METALES PRECIOSOS.
4202.22.10.900,NC03,CON ACCESORIOS DE MADERA.
4202.22.10.900,NC04,CON ACCESORIOS DE OTROS MATERIALES.
4202.22.10.900,NE01,CON BANDOLERA UNICAMENTE.
4202.22.10.900,NE02,CON ASAS UNICAMENTE.
4202.22.10.900,NE03,CON BANDOLERA Y ASAS.
4202.22.10.900,NG01,CON DIVISIONES
4202.22.10.900,NH01,CON SUSTRATO.
4202.22.10.900,NI01,CON BOLSILLOS INTERIORES.
4202.22.10.900,NJ01,DE PLASTICO COMPACTO.
4202.22.20.110,NB01,FORRADOS.
4202.22.20.110,NC01,CON ACCESORIOS DE METALES COMUNES.
4202.22.20.110,NC02,CON ACCESORIOS DE METALES PRECIOSOS.
4202.22.20.110,NC03,CON ACCESORIOS DE MADERA.
4202.22.20.110,NC04,CON ACCESORIOS DE LAS DEMï¿½S MATERIAS.
4202.22.20.110,ND01,CON BANDOLERA UNICAMENTE.
4202.22.20.110,ND02,CON ASAS UNICAMENTE.
4202.22.20.110,ND03,CON BANDOLERA Y ASAS.
4202.22.20.110,NF01,CON DIVISIONES.
4202.22.20.110,NG01,CON SUSTRATO.
4202.22.20.110,NH01,CON BOLSILLOS INTERIORES.
4202.22.20.190,NB01,FORRADOS.
4202.22.20.190,NC01,CON ACCESORIOS DE METALES COMUNES.
4202.22.20.190,NC02,CON ACCESORIOS DE METALES PRECIOSOS.
4202.22.20.190,NC03,CON ACCESORIOS DE MADERA.
4202.22.20.190,NC04,CON ACCESORIOS DE LAS DEMï¿½S MATERIAS.
4202.22.20.190,ND01,CON BANDOLERA UNICAMENTE.
4202.22.20.190,ND02,CON ASAS UNICAMENTE.
4202.22.20.190,ND03,CON BANDOLERA Y ASAS.
4202.22.20.190,NF01,CON DIVISIONES.
4202.22.20.190,NG01,CON SUSTRATO.
4202.22.20.190,NH01,CON BOLSILLOS INTERIORES.
4202.22.20.900,NB01,FORRADAS
4202.22.20.900,NC01,CON ACCESORIOS DE METALES COMUNES
4202.22.20.900,NC02,CON ACCESORIOS DE METALES PRECIOSOS.
4202.22.20.900,NC03,CON ACCESORIOS DE MADERA.
4202.22.20.900,NC04,CON ACCESORIOS DE OTROS MATERIALES.
4202.22.20.900,NE01,CON BANDOLERA UNICAMENTE.
4202.22.20.900,NE02,CON ASAS UNICAMENTE.
4202.22.20.900,NE03,CON BANDOLERA Y ASAS.
4202.22.20.900,NG01,CON DIVISIONES
4202.22.20.900,NH01,CON SUSTRATO.
4202.22.20.900,NI01,CON BOLSILLOS INTERIORES.
4202.29.00.100,NB01,FORRADAS
4202.29.00.100,NC01,CON ACCESORIOS DE METALES COMUNES
4202.29.00.100,NC02,CON ACCESORIOS DE METALES PRECIOSOS.
4202.29.00.100,NC03,CON ACCESORIOS DE MADERA.
4202.29.00.100,NC04,CON ACCESORIOS DE OTROS MATERIALES.
4202.29.00.100,NE01,CON BANDOLERA UNICAMENTE.
4202.29.00.100,NE02,CON ASAS UNICAMENTE.
4202.29.00.100,NE03,CON BANDOLERA Y ASAS.
4202.29.00.100,NG01,CON DIVISIONES
4202.29.00.100,NH01,DE FIBRA VULCANIZADA
4202.29.00.100,NI01,CON SUSTRATO.
4202.29.00.100,NJ01,CON BOLSILLOS INTERIORES.
4202.29.00.900,NB01,FORRADAS
4202.29.00.900,NC01,CON ACCESORIOS DE METALES COMUNES
4202.29.00.900,NC02,CON ACCESORIOS DE METALES PRECIOSOS.
4202.29.00.900,NC03,CON ACCESORIOS DE MADERA.
4202.29.00.900,NC04,CON ACCESORIOS DE OTROS MATERIALES.
4202.29.00.900,NE01,CON BANDOLERA UNICAMENTE.
4202.29.00.900,NE02,CON ASAS UNICAMENTE.
4202.29.00.900,NE03,CON BANDOLERA Y ASAS.
4202.29.00.900,NG01,CON DIVISIONES
4202.29.00.900,NH01,DE FIBRA VULCANIZADA
4202.29.00.900,NI01,CON SUSTRATO.
4202.29.00.900,NJ01,CON BOLSILLOS INTERIORES.
4202.31.00.110,NA01,DE CUERO NATURAL.
4202.31.00.110,NA02,DE CUERO AGAMUZADO.
4202.31.00.110,NA03,DE CUERO CHAROLADO.
4202.31.00.110,NB01,DE CUERO VACUNO
4202.31.00.110,NB02,DE CUERO DE CARPINCHO
4202.31.00.110,NB03,DE CUERO DE PECARI
4202.31.00.110,NB04,DE CUERO DE REPTIL
4202.31.00.110,NC01,PLENA FLOR
4202.31.00.110,NC02,DESCARNE
4202.31.00.110,NC03,COMBINADO PLENA FLOR Y DESCARNE
4202.31.00.110,ND01,RIGIDOS
4202.31.00.110,NE01,FORRADOS
4202.31.00.120,NA01,DE CUERO NATURAL
4202.31.00.120,NA02,DE CUERO AGAMUZADO.
4202.31.00.120,NA03,DE CUERO CHAROLADO.
4202.31.00.120,NB01,DE CUERO VACUNO
4202.31.00.120,NB02,DE CUERO DE CARPINCHO
4202.31.00.120,NB03,DE CUERO DE PECARI
4202.31.00.120,NB04,DE CUERO DE REPTIL
4202.31.00.120,NC01,PLENA FLOR
4202.31.00.120,NC02,DESCARNE
4202.31.00.120,NC03,COMBINADO PLENA FLOR Y DESCARNE
4202.31.00.120,ND01,RIGIDOS
4202.31.00.120,NE01,FORRADOS
4202.31.00.130,NA01,DE CUERO NATURAL
4202.31.00.130,NA02,DE CUERO AGAMUZADO.
4202.31.00.130,NA03,DE CUERO CHAROLADO.
4202.31.00.130,NB01,DE CUERO VACUNO
4202.31.00.130,NB02,DE CUERO DE CARPINCHO
4202.31.00.130,NB03,DE CUERO DE PECARI
4202.31.00.130,NB04,DE CUERO DE REPTIL
4202.31.00.130,NC01,PLENA FLOR
4202.31.00.130,NC02,DESCARNE
4202.31.00.130,NC03,COMBINADO PLENA FLOR Y DESCARNE
4202.31.00.130,ND01,RIGIDOS
4202.31.00.130,NE01,FORRADOS
4202.31.00.140,NA01,DE CUERO NATURAL
4202.31.00.140,NA02,DE CUERO AGAMUZADO.
4202.31.00.140,NA03,DE CUERO CHAROLADO.
4202.31.00.140,NB01,DE CUERO VACUNO
4202.31.00.140,NB02,DE CUERO DE CARPINCHO
4202.31.00.140,NB03,DE CUERO DE PECARI
4202.31.00.140,NB04,DE CUERO DE REPTIL
4202.31.00.140,NC01,PLENA FLOR
4202.31.00.140,NC02,DESCARNE
4202.31.00.140,NC03,COMBINADO PLENA FLOR Y DESCARNE
4202.31.00.140,ND01,RIGIDOS
4202.31.00.140,NE01,FORRADOS
4202.31.00.150,NA01,DE CUERO NATURAL
4202.31.00.150,NA02,DE CUERO AGAMUZADO.
4202.31.00.150,NA03,DE CUERO CHAROLADO.
4202.31.00.150,NB01,DE CUERO VACUNO
4202.31.00.150,NB02,DE CUERO DE CARPINCHO
4202.31.00.150,NB03,DE CUERO DE PECARI
4202.31.00.150,NB04,DE CUERO DE REPTIL
4202.31.00.150,NC01,PLENA FLOR
4202.31.00.150,NC02,DESCARNE
4202.31.00.150,NC03,COMBINADO PLENA FLOR Y DESCARNE
4202.31.00.150,ND01,RIGIDOS
4202.31.00.150,NE01,FORRADOS
4202.31.00.190,NA01,DE CUERO NATURAL
4202.31.00.190,NA02,DE CUERO AGAMUZADO.
4202.31.00.190,NA03,DE CUERO CHAROLADO.
4202.31.00.190,NB01,DE CUERO VACUNO
4202.31.00.190,NB02,DE CUERO DE CARPINCHO
4202.31.00.190,NB03,DE CUERO DE PECARI
4202.31.00.190,NB04,DE CUERO DE REPTIL
4202.31.00.190,NC01,PLENA FLOR
4202.31.00.190,NC02,DESCARNE
4202.31.00.190,NC03,COMBINADO PLENA FLOR Y DESCARNE
4202.31.00.190,ND01,RIGIDOS
4202.31.00.190,NE01,FORRADOS
4202.31.00.210,NA01,RIGIDOS
4202.31.00.210,NB01,FORRADOS
4202.31.00.220,NA01,RIGIDOS
4202.31.00.220,NB01,FORRADOS
4202.31.00.230,NA01,RIGIDOS
4202.31.00.230,NB01,FORRADOS
4202.31.00.240,NA01,RIGIDOS
4202.31.00.240,NB01,FORRADOS
4202.31.00.250,NA01,RIGIDOS
4202.31.00.250,NB01,FORRADOS
4202.31.00.290,NA01,RIGIDOS
4202.31.00.290,NB01,FORRADOS
4202.32.00.110,NA01,RIGIDOS
4202.32.00.110,NB01,FORRADOS
4202.32.00.110,NC01,CON DIVISIONES
4202.32.00.120,NA01,RIGIDOS
4202.32.00.120,NB01,FORRADOS
4202.32.00.120,NC01,CON DIVISIONES
4202.32.00.130,NA01,RIGIDOS
4202.32.00.130,NB01,FORRADOS
4202.32.00.130,NC01,CON DIVISIONES
4202.32.00.140,NA01,RIGIDOS
4202.32.00.140,NB01,FORRADOS
4202.32.00.140,NC01,CON DIVISIONES
4202.32.00.150,NA01,RIGIDOS
4202.32.00.150,NB01,FORRADOS
4202.32.00.150,NC01,CON DIVISIONES
4202.32.00.160,NA01,RIGIDOS.
4202.32.00.160,NB01,FORRADOS.
4202.32.00.160,NC01,CON DIVISIONES.
4202.32.00.190,NA01,RIGIDOS
4202.32.00.190,NB01,FORRADOS
4202.32.00.190,NC01,CON DIVISIONES
4202.32.00.210,NA01,RIGIDOS
4202.32.00.210,NB01,FORRADOS
4202.32.00.210,NC01,CON DIVISIONES
4202.32.00.220,NA01,RIGIDOS
4202.32.00.220,NB01,FORRADOS
4202.32.00.220,NC01,CON DIVISIONES
4202.32.00.230,NA01,RIGIDOS
4202.32.00.230,NB01,FORRADOS
4202.32.00.230,NC01,CON DIVISIONES
4202.32.00.240,NA01,RIGIDOS
4202.32.00.240,NB01,FORRADOS
4202.32.00.240,NC01,CON DIVISIONES
4202.32.00.250,NA01,RIGIDOS
4202.32.00.250,NB01,FORRADOS
4202.32.00.250,NC01,CON DIVISIONES
4202.32.00.260,NA01,RIGIDOS.
4202.32.00.260,NB01,FORRADOS.
4202.32.00.260,NC01,CON DIVISIONES.
4202.32.00.290,NA01,RIGIDOS
4202.32.00.290,NB01,FORRADOS
4202.32.00.290,NC01,CON DIVISIONES
4202.39.00.100,NA01,RIGIDOS
4202.39.00.100,NB01,FORRADOS
4202.39.00.100,NC01,CON DIVISIONES
4202.39.00.100,ND01,DE FIBRA VULCANIZADA
4202.39.00.200,NA01,RIGIDOS
4202.39.00.200,NB01,FORRADOS
4202.39.00.200,NC01,CON DIVISIONES
4202.39.00.200,ND01,DE FIBRA VULCANIZADA
4202.39.00.300,NA01,RIGIDOS
4202.39.00.300,NB01,FORRADOS
4202.39.00.300,NC01,CON DIVISIONES
4202.39.00.300,ND01,DE FIBRA VULCANIZADA
4202.39.00.400,NA01,RIGIDOS
4202.39.00.400,NB01,FORRADOS
4202.39.00.400,NC01,CON DIVISIONES
4202.39.00.400,ND01,DE FIBRA VULCANIZADA
4202.39.00.900,NA01,RIGIDOS
4202.39.00.900,NB01,FORRADOS
4202.39.00.900,NC01,CON DIVISIONES
4202.39.00.900,ND01,DE FIBRA VULCANIZADA
4202.91.00.110,NA01,DE CUERO NATURAL
4202.91.00.110,NA02,DE CUERO REGENERADO
4202.91.00.110,NB01,DE CUERO VACUNO
4202.91.00.110,NB02,DE CUERO DE CARPINCHO
4202.91.00.110,NB03,DE CUERO DE PECARI
4202.91.00.110,NC01,PLENA FLOR
4202.91.00.110,NC02,DESCARNE
4202.91.00.110,ND01,RIGIDOS
4202.91.00.110,NE01,FORRADOS
4202.91.00.110,NF01,CON RUEDAS.
4202.91.00.110,ZA,CAPACIDAD EN l.
4202.91.00.191,NA01,DE CUERO NATURAL
4202.91.00.191,NA02,DE CUERO REGENERADO
4202.91.00.191,NB01,DE CUERO VACUNO
4202.91.00.191,NB02,DE CUERO DE CARPINCHO
4202.91.00.191,NB03,DE CUERO DE PECARI
4202.91.00.191,NC01,PLENA FLOR
4202.91.00.191,NC02,DESCARNE
4202.91.00.191,ND01,RIGIDOS
4202.91.00.191,NE01,FORRADOS
4202.91.00.191,NF01,CON RUEDAS.
4202.91.00.199,NA01,DE CUERO NATURAL
4202.91.00.199,NA02,DE CUERO REGENERADO
4202.91.00.199,NB01,DE CUERO VACUNO
4202.91.00.199,NB02,DE CUERO DE CARPINCHO
4202.91.00.199,NB03,DE CUERO DE PECARI
4202.91.00.199,NC01,PLENA FLOR
4202.91.00.199,NC02,DESCARNE
4202.91.00.199,ND01,RIGIDOS
4202.91.00.199,NE01,FORRADOS
4202.91.00.199,NF01,MOCHILAS ESCOLARES
4202.91.00.199,NG01,CON RUEDAS.
4202.91.00.211,NA01,DE CUERO NATURAL
4202.91.00.211,NA02,DE CUERO REGENERADO
4202.91.00.211,NB01,DE CUERO VACUNO
4202.91.00.211,NB02,DE CUERO DE CARPINCHO
4202.91.00.211,NB03,DE CUERO DE PECARI
4202.91.00.211,NC01,PLENA FLOR
4202.91.00.211,NC02,DESCARNE
4202.91.00.211,ND01,RIGIDOS
4202.91.00.211,NE01,FORRADOS
4202.91.00.211,NF01,CON RUEDAS.
4202.91.00.219,NA01,DE CUERO NATURAL
4202.91.00.219,NA02,DE CUERO REGENERADO
4202.91.00.219,NB01,DE CUERO VACUNO
4202.91.00.219,NB02,DE CUERO DE CARPINCHO
4202.91.00.219,NB03,DE CUERO DE PECARI
4202.91.00.219,NC01,PLENA FLOR
4202.91.00.219,NC02,DESCARNE
4202.91.00.219,ND01,RIGIDOS
4202.91.00.219,NE01,FORRADOS
4202.91.00.219,NF01,CON RUEDAS.
4202.91.00.220,NA01,DE CUERO NATURAL
4202.91.00.220,NA02,DE CUERO REGENERADO
4202.91.00.220,NB01,DE CUERO VACUNO
4202.91.00.220,NB02,DE CUERO DE CARPINCHO
4202.91.00.220,NB03,DE CUERO DE PECARI
4202.91.00.220,NC01,PLENA FLOR
4202.91.00.220,NC02,DESCARNE
4202.91.00.220,ND01,RIGIDOS
4202.91.00.220,NE01,FORRADOS
4202.91.00.220,NF01,CON RUEDAS.
4202.91.00.230,NA01,DE CUERO NATURAL
4202.91.00.230,NA02,DE CUERO REGENERADO
4202.91.00.230,NB01,DE CUERO VACUNO
4202.91.00.230,NB02,DE CUERO DE CARPINCHO
4202.91.00.230,NB03,DE CUERO DE PECARI
4202.91.00.230,NC01,PLENA FLOR
4202.91.00.230,NC02,DESCARNE
4202.91.00.230,ND01,RIGIDOS
4202.91.00.230,NE01,FORRADOS
4202.91.00.230,NF01,CON RUEDAS.
4202.91.00.290,NA01,DE CUERO NATURAL
4202.91.00.290,NA02,DE CUERO REGENERADO
4202.91.00.290,NB01,DE CUERO VACUNO
4202.91.00.290,NB02,DE CUERO DE CARPINCHO
4202.91.00.290,NB03,DE CUERO DE PECARI
4202.91.00.290,NC01,PLENA FLOR
4202.91.00.290,NC02,DESCARNE
4202.91.00.290,ND01,RIGIDOS
4202.91.00.290,NE01,FORRADOS
4202.91.00.290,NF01,CON RUEDAS.
4202.91.00.310,NA01,DE CUERO NATURAL
4202.91.00.310,NA02,DE CUERO REGENERADO
4202.91.00.310,NB01,DE CUERO VACUNO
4202.91.00.310,NB02,DE CUERO DE CARPINCHO
4202.91.00.310,NB03,DE CUERO DE PECARI
4202.91.00.310,NC01,PLENA FLOR
4202.91.00.310,NC02,DESCARNE
4202.91.00.310,ND01,RIGIDOS
4202.91.00.310,NE01,FORRADOS
4202.91.00.320,NA01,DE CUERO NATURAL
4202.91.00.320,NA02,DE CUERO REGENERADO
4202.91.00.320,NB01,DE CUERO VACUNO
4202.91.00.320,NB02,DE CUERO DE CARPINCHO
4202.91.00.320,NB03,DE CUERO DE PECARI
4202.91.00.320,NC01,PLENA FLOR
4202.91.00.320,NC02,DESCARNE
4202.91.00.320,ND01,RIGIDOS
4202.91.00.320,NE01,FORRADOS
4202.91.00.330,NA01,DE CUERO NATURAL
4202.91.00.330,NA02,DE CUERO REGENERADO
4202.91.00.330,NB01,DE CUERO VACUNO
4202.91.00.330,NB02,DE CUERO DE CARPINCHO
4202.91.00.330,NB03,DE CUERO DE PECARI
4202.91.00.330,NC01,PLENA FLOR
4202.91.00.330,NC02,DESCARNE
4202.91.00.330,ND01,RIGIDOS
4202.91.00.330,NE01,FORRADOS
4202.91.00.340,NA01,DE CUERO NATURAL
4202.91.00.340,NA02,DE CUERO REGENERADO
4202.91.00.340,NB01,DE CUERO VACUNO
4202.91.00.340,NB02,DE CUERO DE CARPINCHO
4202.91.00.340,NB03,DE CUERO DE PECARI
4202.91.00.340,NC01,PLENA FLOR
4202.91.00.340,NC02,DESCARNE
4202.91.00.340,ND01,RIGIDOS
4202.91.00.340,NE01,FORRADOS
4202.91.00.390,NA02,DE CUERO REGENERADO
4202.91.00.390,NB01,DE CUERO VACUNO
4202.91.00.390,NB02,DE CUERO DE CARPINCHO
4202.91.00.390,NB03,DE CUERO DE PECARI
4202.91.00.390,NC01,PLENA FLOR
4202.91.00.390,NC02,DESCARNE
4202.91.00.390,ND01,RIGIDOS
4202.91.00.390,NE01,FORRADOS
4202.91.00.900,NA01,DE CUERO NATURAL
4202.91.00.900,NA02,DE CUERO REGENERADO
4202.91.00.900,NB01,DE CUERO VACUNO
4202.91.00.900,NB02,DE CUERO DE CARPINCHO
4202.91.00.900,NB03,DE CUERO DE PECARI
4202.91.00.900,NC01,PLENA FLOR
4202.91.00.900,NC02,DESCARNE
4202.91.00.900,ND01,RIGIDOS
4202.91.00.900,NE01,FORRADOS
4202.91.00.900,NF01,CON RUEDAS.
4202.92.00.110,NA01,DE MATERIA TEXTIL
4202.92.00.110,NB01,RIGIDOS
4202.92.00.110,NC01,FORRADOS
4202.92.00.110,ND01,CON RUEDAS.
4202.92.00.110,ZA,CAPACIDAD EN l.
4202.92.00.120,NA01,DE MATERIA TEXTIL.
4202.92.00.120,NB01,RIGIDOS.
4202.92.00.120,NC01,FORRADOS.
4202.92.00.120,ND01,MOCHILAS ESCOLARES.
4202.92.00.120,NE01,CON RUEDAS.
4202.92.00.120,ZA,PESO UNITARIO EN g.
4202.92.00.191,NA01,DE MATERIA TEXTIL
4202.92.00.191,NB01,RIGIDOS
4202.92.00.191,NC01,FORRADOS
4202.92.00.191,ND01,CON RUEDAS.
4202.92.00.199,NA01,DE MATERIA TEXTIL
4202.92.00.199,NB01,RIGIDOS
4202.92.00.199,NC01,FORRADOS
4202.92.00.199,ND01,MOCHILAS ESCOLARES
4202.92.00.199,NE01,CON RUEDAS.
4202.92.00.199,ZA,PESO UNITARIO EN g.
4202.92.00.211,NA01,DE MATERIA TEXTIL
4202.92.00.211,NB01,RIGIDOS
4202.92.00.211,NC01,FORRADOS
4202.92.00.211,ND01,CON RUEDAS.
4202.92.00.219,NA01,DE MATERIA TEXTIL
4202.92.00.219,NB01,RIGIDOS
4202.92.00.219,NC01,FORRADOS
4202.92.00.219,ND01,CON RUEDAS.
