codigo,descripcion
8504.40.90.190F,Los dem?s
8504.40.90.9,Los dem�s
8504.40.90.910Y,Internos o modulares no aptos para riel DIN        sin cable de alimentacion o ficha integrada        para conexion a la red (Disp. DNCI N?        398/11)
8504.40.90.990Z,Los demas
8504.50,-Las demas bobinas de reactancia (autoinduccion)
8504.50.10.000G,"De anchura y longitud inferior o igual a 45 mm, y de altura inferior o igual a 30 mm, aptas para montaje por insercion (PTH - <Pin Through Hole>) o montaje en superficie (SMD - <Surface Mounted Device>)"
8504.50.90.000K,Las demas
8504.90,-Partes
8504.90.10.000N,N?cleos de polvo ferromagn?tico
8504.90.20.000Y,De balastos (reactancias) para l?mparas o    tubos de descarga
8504.90.30.000H,"De transformadores de las subpartidas    8504.21, 8504.22, 8504.23, 8504.33 u 8504.34"
8504.90.40.000T,"De convertidores est?ticos, excepto de    cargadores de acumuladores y de rectificadores"
8504.90.90.000R,Las dem?s
85.05,"ELECTROIMANES; IMANES PERMANENTES Y ARTICULOS DESTINADOS A SER IMANTADOS PERMANENTEMENTE; PLATOS, MANDRILES Y DISPOSITIVOS MAGNETICOS O ELECTROMAGNETICOS SIMILARES, DE SUJECION; ACOPLAMIENTOS, EMBRAGUES, VARIADORES DE VELOCIDAD Y FRENOS, ELECTROMAGNETICOS; CABEZAS ELEVADORAS ELECTROMAGNETICAS."
8505.1,-Imanes permanentes y art�culos destinados a ser  imantados permanentemente:
8505.11.00.000W,--De metal
8505.19,--Los dem�s
8505.19.10,De ferrita (cer�micos)
8505.19.10.100G,"De grano orientado, en forma de anillo       (R.435/97 MEOSP)"
8505.19.10.9,Los dem�s
8505.19.10.910D,Imanes permanentes
8505.19.10.990E,Los dem?s
8505.19.90.000E,Los dem?s
8505.20,"-Acoplamientos, embragues, variadores de  velocidad y frenos, electromagn�ticos"
8505.20.10.000H,"Frenos que act?an por corriente de Foucault,    de los tipos utilizados en veh?culos de    las partidas 87.01 a 87.05"
8505.20.90,Los dem�s
8505.20.90.100R,Acoplamientos
8505.20.90.200X,Variadores de velocidad
8505.20.90.300C,Embragues
8505.20.90.900K,Los demas
8505.90,"-Los dem�s, incluidas las partes"
8505.90.1,Electroimanes
8505.90.11.000P,De los tipos utilizados en aparatos de diagnostico de visualizacion por resonancia magnetica
8505.90.19.000A,Los demas
8505.90.80,Los dem�s
8505.90.80.100F,Cabezas elevadoras electromagneticas
8505.90.80.900Z,Los dem�s
8505.90.90.000K,Partes
85.06,"PILAS Y BATERIAS DE PILAS, ELECTRICAS."
8506.10,-De di�xido de manganeso
8506.10.1,Pilas alcalinas
8506.10.11.000V,"De tension igual a 1,5 V, cilindricas, del     tipo LR14 (C)"
8506.10.12.000C,"De tension igual a 1,5 V, cilindricas, del     tipo LR20 (D)"
8506.10.19,Las demas
8506.10.19.100L,"Tipo AA y AAA, acondicionadas para su venta al usuario final"
8506.10.19.900E,Las demas
8506.10.20,Las dem�s pilas
8506.10.20.1,Con volumen exterior inferior o igual a       300 cm3.
8506.10.20.110F,De carbon zinc.
8506.10.20.190G,Las demas
8506.10.20.9,Las demas.
8506.10.20.910Z,De carbon zinc.
8506.10.20.990A,Las demas
8506.10.3,Bater�as de pilas
8506.10.31,"Alcalinas, de tension igual a 9 V"
8506.10.31.100V,Con volumen exterior inferior o igual a 300 cm3.
8506.10.31.900N,Las dem?s
8506.10.32.000X,"Alcalinas, de tension igual a 12 V"
8506.10.39,Las demas
8506.10.39.100F,"Alcalinas, con volumen exterior inferior o igual a 300 cm3"
8506.10.39.200L,"Las demas, alcalinas"
8506.10.39.900Z,Las demas.
8506.30,-De �xido de mercurio
8506.30.10.000Q,Con volumen exterior inferior o igual a    300 cm3
8506.30.90.000U,Las dem?s
8506.40,-De �xido de plata
8506.40.10.000E,Con volumen exterior inferior o igual a    300 cm3
8506.40.90.000H,Las dem?s
8506.50,-De litio
8506.50.10.000U,Con volumen exterior inferior o igual a    300 cm3
8506.50.90.000X,Las dem?s
8506.60,-De aire-cinc
8506.60.10.000H,Con volumen exterior inferior o igual a    300 cm3
8506.60.90.000L,Las dem?s
8506.80,-Las dem�s pilas y bater�as de pilas
8506.80.10.000L,Con volumen exterior inferior o igual a    300 cm3
8506.80.90.000P,Las demas
8506.90.00.000Q,-Partes
85.07,"ACUMULADORES ELECTRICOS, INCLUIDOS SUS SEPARADORES, AUNQUE SEAN CUADRADOS O RECTANGULARES."
8507.10,"-De plomo, de los tipos utilizados para  arranque de motores de �mbolo (pist�n)"
8507.10.10,De capacidad inferior o igual a 20 Ah y tensi�n    inferior o igual a 12 V
8507.10.10.1,De tensi�n inferior o igual a 6 voltios
8507.10.10.110P,"Con ?cido sulf?rico (electrolito), en una        concentraci?n superior al 30% P/V, en juego        o surtido"
8507.10.10.190Q,Los dem?s
8507.10.10.2,De tensi�n superior a 6 voltios pero       inferior o igual a 12 voltios
8507.10.10.21,"Con ?cido sulf?rico (electrolito), en una        concentraci?n superior al 30% P/V, en juego        o surtido"
8507.10.10.211X,De los tipos utilizados en productos englobados por el Acuerdo sobre la Politica Automotriz Comun entre la Republica Argentina y la Republica Federativa del Brasil incorporado al Trigesimo Octavo
8507.10.10.219P,Los demas
8507.10.10.29,Los dem?s
8507.10.10.291Y,De los tipos utilizados en productos englobados por el Acuerdo sobre la Politica Automotriz Comun entre la Republica Argentina y la Republica Federativa del Brasil incorporado al Trigesimo Octavo Protocolo Adicional al AAP.CE N?14 y sus modificaciones.
8507.10.10.299Q,Los demas
8507.10.90,Los dem�s
8507.10.90.1,De tensi�n inferior o igual a 6 voltios
8507.10.90.11,"Con �cido sulf�rico (electrolito),        en una concentraci�n superior al 30%        P/V, en juego o surtido"
8507.10.90.111V,De capacidad inferior o igual a 28 Ah
8507.10.90.119M,Los dem?s
8507.10.90.19,Los dem�s
8507.10.90.191W,De capacidad inferior o igual a 28 Ah
8507.10.90.199N,Los dem?s
8507.10.90.2,De tensi�n superior a 6 voltios pero       inferior o igual a 12 voltios
8507.10.90.21,"Con �cido sulf�rico (electrolito),        en una concentraci�n superior al 30%        P/V, en juego o surtido"
8507.10.90.211A,De capacidad inferior o igual a 28 Ah
8507.10.90.212C,De capacidad superior a 28 Ah pero inferior        o igual a 55 Ah
8507.10.90.213E,De capacidad superior a 55 Ah pero inferior        o igual a 65 Ah
8507.10.90.214G,De capacidad superior a 65 Ah pero inferior        o igual a 75 Ah
8507.10.90.215J,De capacidad superior a 75 Ah pero inferior        o igual a 90 Ah
8507.10.90.216L,De capacidad superior a 90 Ah pero inferior        o igual a 140 Ah
8507.10.90.217N,De capacidad superior a 140 Ah pero        inferior o igual a 180 Ah
8507.10.90.218Q,De capacidad superior a 180 Ah pero        inferior o igual a 240 Ah
8507.10.90.219T,Los dem?s
8507.10.90.29,Los dem�s
8507.10.90.291B,De capacidad inferior o igual a 28 Ah
8507.10.90.292D,De capacidad superior a 28 Ah pero inferior        o igual a 55 Ah
8507.10.90.293F,De capacidad superior a 55 Ah pero inferior        o igual a 65 Ah
8507.10.90.294H,De capacidad superior a 65 Ah pero inferior        o igual a 75 Ah
8507.10.90.295K,De capacidad superior a 75 Ah pero inferior        o igual a 90 Ah
8507.10.90.296M,De capacidad superior a 90 Ah pero inferior        o igual a 140 Ah
8507.10.90.297P,De capacidad superior a 140 Ah pero        inferior o igual a 180 Ah
8507.10.90.298R,De capacidad superior a 180 Ah pero        inferior o igual a 240 Ah
8507.10.90.299U,Los dem?s
8507.10.90.9,Los dem�s
8507.10.90.910L,"Con ?cido sulf?rico (electrolito),        en una concentraci?n superior al 30%        P/V, en juego o surtido"
8507.10.90.990M,Los dem?s
8507.20,-Los dem�s acumuladores de plomo
8507.20.10,De peso inferior o igual a 1.000 kg
8507.20.10.100A,"Con ?cido sulf?rico (electrolito), en una       concentraci?n superior al 30% P/V, en juego       o surtido"
8507.20.10.900U,Los dem?s
8507.20.90,Los dem�s
8507.20.90.100D,"Con ?cido sulf?rico (electrolito), en una       concentraci?n superior al 30% P/V, en juego       o surtido"
8507.20.90.900X,Los dem?s
8507.30,-De n�quel-cadmio
8507.30.1,De peso inferior o igual a 2.500 kg
8507.30.11.000R,De capacidad inferior o igual a 15 Ah
8507.30.19.000C,Los dem?s
8507.30.90.000M,Los dem?s
8507.50,-De n�quel-hidruro met�lico
8507.50.10.000M,"De tension igual a 1,2 V, cilindricos del tipo HR6 (AA)."
8507.50.20.000X,"De tension igual a 1,2 V, cilindricos del tipo HR03 (AAA)."
8507.50.90.000Q,Los demas.
8507.60.00,-De iones de litio
8507.60.00.1,Celdas
8507.60.00.110A,De forma prism?tica
8507.60.00.120D,De forma cil?ndrica (tubular)
8507.60.00.190B,Las dem?s
8507.60.00.9,Los dem�s
8507.60.00.910U,De los tipos utilizados en telefonos        celulares
8507.60.00.920X,"De capacidad superior a 80 Ah, tension superior o igual a 48 V y peso superior a 60 kg, de los tipos utilizados como fuente primaria de energia en vehiculos electricos de la Partida S.A. 87.03"
8507.60.00.930A,"Unicamente acumuladores interconectados conformando hasta 18 modulos, de tension maxima inferior o igual a 2.500 V por modulo, con equipamientos para extincion de incendios y de refrigeracion y aparato de control y mando; todo ello alojado en un contenedor de metal"
8507.60.00.990V,Los dem?s
8507.80.00.000V,-Los dem?s acumuladores
8507.90,-Partes
8507.90.10.000U,Separadores
8507.90.20,"Recipientes de materia pl�stica, sus tapas y    tapones"
8507.90.20.100J,"Recipientes, de largo superior o igual a 190       mm pero inferior o igual a 520 mm, de ancho       superior o igual a 120 mm pero inferior o       igual a 290 mm y de alto superior o igual a       160 mm pero inferior o igual a 250 mm, con 3       o 6 compartimientos incluso con sus tapas,       tapones y cubretapones"
8507.90.20.200P,Tapas
8507.90.20.900C,Los dem?s.
8507.90.90,Las dem�s
8507.90.90.100C,"Placas expandidas de aleaci?n Pb-Ca ?        Pb-Ca-Ag, de peso inferior o igual a 500        gramos, de los tipos utilizados en        acumuladores para arranque de motores de        embolo (pist?n)"
8507.90.90.200H,Visor de los tipos utilizados para verificar       el estado de carga de acumuladores de        veh?culos autom?viles
8507.90.90.900W,Las dem?s
85.08,ASPIRADORAS.
8508.1,-Con motor el�ctrico incorporado:
8508.11.00,--De potencia inferior o igual a 1.500 W y de   capacidad del dep�sito o bolsa para el polvo   inferior o igual a 20 l
8508.11.00.1,Capaces de funcionar sin fuente externa de       energ�a
8508.11.00.110K,Aut?matas
8508.11.00.190L,Las dem?s
8508.11.00.200M,Dise?adas para conectarse al sistema electrico de vehiculos automoviles.
8508.11.00.900A,Las dem?s
8508.19.00,--Las dem�s
8508.19.00.400U,"De potencia inferior o igual a 1.500 W y de capacidad del deposito o bolsa para el polvo superior a 20 l pero inferior o igual a 35 l, excepto las capaces de funcionar sin fuente externa de energia."
8508.19.00.500Z,"De potencia superior a 1.500 W pero inferior o igual a 2.500 W y de capacidad del deposito o bolsa para el polvo inferior o igual a 35 l, excepto las capaces de funcionar sin fuente externa de energia y las dise?adas para conectarse al sistema electrico de vehiculos automoviles."
8508.19.00.900W,Las dem?s
8508.60.00.000K,-Las dem?s aspiradoras
8508.70.00.000Z,-Partes
85.09,"APARATOS ELECTROMECANICOS CON MOTOR ELECTRICO INCORPORADO, DE USO DOMESTICO, EXCEPTO LAS ASPIRADORAS DE LA PARTIDA 85.08."
8509.40,-Trituradoras y mezcladoras de alimentos;  extractoras de jugo de frutos u hortalizas
8509.40.10.000K,Licuadoras
8509.40.20,Batidoras
8509.40.20.100A,"De uso manual, incluso presentados con accesorios"
8509.40.20.900U,Las dem?s
8509.40.30.000E,Picadoras de carne
8509.40.40.000P,Extractoras centr?fugas de jugos (jugueras)
8509.40.50,"Aparatos con funciones m�ltiples, provistos    de accesorios intercambiables, para    procesar alimentos"
8509.40.50.100E,De uso manual
8509.40.50.900Y,Los dem?s
8509.40.90,Las dem�s
8509.40.90.100U,Exprimidores de c?tricos
8509.40.90.200Z,Molinillos de caf?
8509.40.90.300E,Ralladores
8509.40.90.900M,Los dem?s
8509.80,-Los dem�s aparatos
8509.80.10.000R,Enceradoras (lustradoras) de pisos
8509.80.90,Los dem�s
8509.80.90.100A,Cortadoras de fiambres
8509.80.90.200F,Cuchillos el?ctricos
8509.80.90.900U,Los dem?s
8509.90.00.000W,-Partes
85.10,"AFEITADORAS, MAQUINAS DE CORTAR EL PELO O ESQUILAR Y APARATOS DE DEPILAR, CON MOTOR ELECTRICO INCORPORADO."
8510.10.00.000M,-Afeitadoras
8510.20.00,-M�quinas de cortar el pelo o esquilar
8510.20.00.100G,De cortar el pelo
8510.20.00.900A,Las dem?s
8510.30.00.000Q,-Aparatos de depilar
8510.90,-Partes
8510.90.1,De afeitadoras
8510.90.11.000T,Cuchillas
8510.90.19.000D,Las dem?s
8510.90.20.000V,Peines y contrapeines para m?quinas de esquilar
8510.90.90.000N,Las dem?s
85.11,"APARATOS Y DISPOSITIVOS ELECTRICOS DE ENCENDIDO O DE ARRANQUE, PARA MOTORES DE ENCENDIDO POR CHISPA O POR COMPRESION (POR EJEMPLO: MAGNETOS, DINAMOMAGNETOS, BOBINAS DE ENCENDIDO, BUJIAS DE ENCENDIDO O CALENTAMIENTO, MOTORES DE ARRANQUE); GENERADORES (POR EJEMPLO: DINAMOS, ALTERNADORES) Y REGULADORES DISYUNTORES UTILIZADOS CON ESTOS MOTORES."
8511.10.00.000F,-Buj?as de encendido
8511.20,-Magnetos; d�namomagnetos; volantes magn�ticos
8511.20.10.000E,Magnetos
8511.20.90,Los dem�s
8511.20.90.100N,Dinamomagnetos
8511.20.90.900G,Los dem?s
8511.30,-Distribuidores; bobinas de encendido
8511.30.10.000U,Distribuidores
8511.30.20,Bobinas de encendido
8511.30.20.200P,Para motores de motocicletas
8511.30.20.300V,"Las dem?s, con dos o m?s salidas de alta       tensi?n"
8511.30.20.900C,Las dem?s
8511.40.00,"-Motores de arranque, aunque funcionen tambi�n  como generadores"
8511.40.00.100D,De los tipos utilizados en sistemas startstop de veh?culos autom?viles
8511.40.00.900X,Los dem?s
8511.50,-Los dem�s generadores
8511.50.10,D�namos y alternadores
8511.50.10.100C,Alternadores
8511.50.10.900W,Los dem?s
8511.50.90.000A,Los dem?s
8511.80,-Los dem�s aparatos y dispositivos
8511.80.10.000P,Buj?as de caldeo (calentamiento)
8511.80.20.000Z,Reguladores disyuntores
8511.80.30,"Dispositivos electr�nicos de encendido,    num�ricos (digitales)"
8511.80.30.1,De los tipos utilizados en motocicletas
8511.80.30.11,Con alimentaci�n de bobina por descarga        capacitiva (CDI)
8511.80.30.111V,Con bobina de encendido incorporada
8511.80.30.119M,Los dem?s
8511.80.30.120W,Con control transistorizado de ignici?n        (TCI)
8511.80.30.900H,Los dem?s
8511.80.90,Los dem�s
8511.80.90.100Y,"Dospositivos electr?nicos de encendido por       descarga capacitiva (CDI), de los tipos       utilizados en motocicletas"
8511.80.90.900R,Los dem?s
8511.90.00.000U,-Partes
85.12,"APARATOS ELECTRICOS DE ALUMBRADO O SE?ALIZACION (EXCEPTO LOS ARTICULOS DE LA PARTIDA 85.39), LIMPIAPARABRISAS, ELIMINADORES DE ESCARCHA O VAHO, ELECTRICOS, DE LOS TIPOS UTILIZADOS EN VELOCIPEDOS O VEHICULOS AUTOMOVILES."
8512.10.00.000Z,-Aparatos de alumbrado o se?alizaci?n visual de  los tipos utilizados en bicicletas
8512.20,-Los dem�s aparatos de alumbrado o se�alizaci�n  visual
8512.20.1,Aparatos de alumbrado
8512.20.11,Faros
8512.20.11.100L,De los tipos utilizados en veh?culos       autom?viles
8512.20.11.900E,Los dem?s
8512.20.19,Los dem�s
8512.20.19.1,De los tipos utilizados en veh�culos       autom�viles
8512.20.19.11,Luces interiores
8512.20.19.111C,"De cortes?a, de los tipos utilizados en espejos retrovisores."
8512.20.19.119V,Los dem?s
8512.20.19.190B,Los dem?s
8512.20.19.900Q,Los dem?s
8512.20.2,Aparatos de se�alizaci�n visual
8512.20.21,Luces fijas
8512.20.21.1,De los tipos utilizados en veh�culos       autom�viles
8512.20.21.110Z,M?dulos conformados por circuito en el que se encuentran montados diodos emisores de luz (LED)
8512.20.21.190A,Las dem?s
8512.20.21.900P,Las dem?s
8512.20.22,Luces indicadoras de maniobra
8512.20.22.1,De los tipos utilizados en veh�culos       autom�viles
8512.20.22.110G,De los tipos utilizados en espejos retrovisores
8512.20.22.120K,M?dulos conformados por circuito en el que se encuentran montados diodos emisores de luz (LED)
8512.20.22.190H,Los dem?s
8512.20.22.900X,Las dem?s
8512.20.23,Cajas combinadas
8512.20.23.1,De los tipos utilizados en veh�culos       autom�viles
8512.20.23.110P,M?dulos conformados por circuito en el que se encuentran montados diodos emisores de luz (LED)
8512.20.23.190Q,Los dem?s
8512.20.23.900E,Las dem?s
8512.20.29.000B,Los dem?s
8512.30.00,-Aparatos de se�alizaci�n ac�stica
8512.30.00.1,Bocinas
8512.30.00.110L,De los tipos utilizados en veh?culos        autom?viles
8512.30.00.190M,Los dem?s
8512.30.00.200N,Sirenas
8512.30.00.900B,Los dem?s
8512.40,-Limpiaparabrisas y eliminadores de escarcha o  vaho
8512.40.10,Limpiaparabrisas
8512.40.10.100G,Mecanismo limpiaparabrisas con su motor de accionamiento
8512.40.10.900A,Los dem?s
8512.40.20,Eliminadores de escarcha o vaho
8512.40.20.100R,"Dispositivo calefactor, autoadhesivo, de los       tipos utilizados en c?maras de sistema de        seguridad anticolisi?n"
8512.40.20.200X,"Dispositivo calefactor (desempa?ador), de los tipos utilizados en espejos retrovisores de veh?culos autom?viles"
8512.40.20.900K,Los dem?s
8512.90.00,-Partes
8512.90.00.100T,Escobillas
8512.90.00.200Y,Brazos de limpiaparabrisas
8512.90.00.900L,Las dem?s
85.13,"LAMPARAS ELECTRICAS PORTATILES DISE?ADAS PARA FUNCIONAR CON SU PROPIA FUENTE DE ENERGIA (POR EJEMPLO: DE PILAS, ACUMULADORES, ELECTROMAGNETICAS), EXCEPTO LOS APARATOS DE ALUMBRADO DE LA PARTIDA 85.12."
8513.10,-L�mparas
8513.10.10.000C,"De mano, incluidas las linternas"
8513.10.90.000F,Las dem?s
8513.90.00.000F,-Partes
85.14,"HORNOS ELECTRICOS INDUSTRIALES O DE LABORATORIO, INCLUIDOS LOS QUE FUNCIONEN POR INDUCCION O PERDIDAS DIELECTRICAS; LOS DEMAS APARATOS INDUSTRIALES O DE LABORATORIO PARA TRATAMIENTO TERMICO DE MATERIAS POR INDUCCION O PERDIDAS DIELECTRICAS."
8514.1,-Hornos de resistencia (de calentamiento indirecto):
8514.11.00.000Y,--Prensas isostaticas en caliente
8514.19.00.000U,--Los dem�s
8514.20,-Hornos que funcionen por inducci�n o p�rdidas  diel�ctricas
8514.20.1,Por inducci�n
8514.20.11.000T,Industriales
8514.20.19.000D,Los dem?s
8514.20.20.000V,Por p?rdidas diel?ctricas
8514.3,-Los demas hornos:
8514.31.00.000B,--Hornos de haces de electrones
8514.32.00.000N,--Hornos de plasma y hornos de arco al vacio
8514.39.00.000X,--Los dem?s
8514.40.00.000D,-Los dem?s aparatos para tratamiento t?rmico de  materias por inducci?n o p?rdidas diel?ctricas
8514.90.00.000Z,-Partes
85.15,"MAQUINAS Y APARATOS PARA SOLDAR (AUNQUE PUEDAN CORTAR), ELECTRICOS (INCLUIDOS LOS DE GAS CALENTADO ELECTRICAMENTE), DE LASER U OTROS HACES DE LUZ O DE FOTONES, ULTRASONIDO, HACES DE ELECTRONES, IMPULSOS MAGNETICOS O CHORRO DE PLASMA; MAQUINAS Y APARATOS ELECTRICOS PARA PROYECTAR EN CALIENTE METAL O CERMET."
8515.1,-M�quinas y aparatos para soldadura fuerte o  para soldadura blanda:
8515.11.00.000R,--Soldadores y pistolas para soldar
8515.19.00.000M,--Los demas
8515.2,-M�quinas y aparatos para soldar metal por   resistencia:
8515.21.00.000F,--Total o parcialmente automaticos
8515.29.00.000B,--Los demas
8515.3,"-M�quinas y aparatos para soldar metal, de arco  o chorro de plasma:"
8515.31,--Total o parcialmente autom�ticos
8515.31.10.000E,"Robots para soldar, de arco, en atmosfera inerte (MIG ? <Metal Inert Gas>) o atmosfera activa (MAG ? <Metal Active Gas>), de control numerico"
8515.31.90,Los demas
8515.31.90.1,"De arco, excepto los robotes de soldar"
8515.31.90.110R,De arco sumergido
8515.31.90.120V,"Exclusivamente trif?sicas y de tipo        inverter, con una corriente de intensidad        igual o mayor a 500A(Amperios) y con un          factor de servicio m?nimo de 60% a 500A        (Amperios)"
8515.31.90.190T,Las dem?s
8515.31.90.900G,Los demas
8515.39.00,--Los demas
8515.39.00.1,De arco
8515.39.00.110Z,"De arco, trif?sicas y de tipo inverter, con        una corriente de intensidad igual o mayor a        500A (Amperios) y con un factor de servicio        m?nimo de 60% a 500A (Amperios)"
8515.39.00.120C,"Las dem?s, de arco"
8515.39.00.190A,Las dem?s
8515.39.00.900P,Los demas
8515.80,-Las dem�s m�quinas y aparatos
8515.80.10.000N,"Para soldar, por laser"
8515.80.90,Los dem�s
8515.80.90.100X,"De soldar, para cerrar envases de material        termopl?stico"
8515.80.90.900Q,Los dem?s
8515.90.00.000T,-Partes
85.16,"CALENTADORES ELECTRICOS DE AGUA DE CALENTAMIENTO INSTANTANEO O ACUMULACION Y CALENTADORES ELECTRICOS DE INMERSION; APARATOS ELECTRICOS PARA CALEFACCION DE ESPACIOS O SUELOS; APARATOS ELECTROTERMICOS PARA EL CUIDADO DEL CABELLO (POR EJEMPLO: SECADORES, RIZADORES, CALIENTATENACILLAS) O PARA SECAR LAS MANOS; PLANCHAS ELECTRICAS; LOS DEMAS APARATOS ELECTROTERMICOS DE USO DOMESTICO; RESISTENCIAS CALENTADORAS, EXCEPTO LAS DE LA PARTIDA 85.45."
8516.10.00,-Calentadores electricos de agua de calentamiento instantaneo o acumulacion y calentadores electricos de inmersion
8516.10.00.1,"De acumulaci?n, excepto los de        funcionamiento mixto        (electricidad y energia solar)"
8516.10.00.11,De capacidad inferior o igual a 40 litros
8516.10.00.111J,De capacidad superior o igual a 20 litros        pero inferior o igual a 40 litros
8516.10.00.119B,Los dem?s
8516.10.00.120K,De capacidad superior a 40 litros pero        inferior o igual a 60 litros
8516.10.00.130N,De capacidad superior a 60 litros pero        inferior o igual a 90 litros
8516.10.00.140R,De capacidad superior a 90 litros pero        inferior o igual a 130 litros
8516.10.00.150V,De capacidad superior a 130 litros pero inferior o igual a 150 litros
8516.10.00.190H,Los dem?s
8516.10.00.200J,De calentamiento instantaneo
8516.10.00.8,"Los demas de acumulacion, de        funcionamiento mixto       (electricidad y energia solar)"
8516.10.00.810V,De capacidad superior o igual a 20 litros        pero inferior o igual a 150 litros
8516.10.00.890W,Los dem?s
8516.10.00.900X,Los dem?s
8516.2,-Aparatos electricos para calefaccion de espacios o suelos:
8516.21.00.000Z,--Radiadores de acumulacion
8516.29.00,--Los demas
8516.29.00.100A,Radiadores de circulacion de aceite
8516.29.00.2,Los dem�s radiadores por convecci�n
8516.29.00.210J,Con resistencia de alambre montada sobre        soporte de mica
8516.29.00.220M,"Las dem?s, con resistencia de alambre"
8516.29.00.230Q,"Con resistencia cer?mica, incluso de        coeficiente termico positivo (PTC)"
8516.29.00.290K,Los dem?s
8516.29.00.300L,Radiadores de cuarzo
8516.29.00.400R,Radiadores hal?genos
8516.29.00.9,Los dem�s
8516.29.00.91,"Con resistencia calentadora y ventilador        forzador de aire (""caloventores"")"
8516.29.00.911Z,De uso domestico
8516.29.00.919R,Los demas
8516.29.00.99,Los dem�s
8516.29.00.991A,De uso dom?stico
8516.29.00.999T,Los dem?s
8516.3,-Aparatos electrot�rmicos para el cuidado del   cabello o para secar las manos:
8516.31.00.000N,--Secadores para el cabello
8516.32.00,--Los demas aparatos para el cuidado del cabello
8516.32.00.100F,Rizadores y onduladores
8516.32.00.200L,Planchadores de cabello
8516.32.00.900Z,Los dem?s
8516.33.00.000M,--Aparatos para secar las manos
8516.40.00,-Planchas el�ctricas
8516.40.00.100W,"Secas, incluso con dispositivo rociador"
8516.40.00.200B,Con dispositivo generador de vapor       incorporado
8516.40.00.300G,"Aptas para ser conectadas, mediante        tuber?as, a un dispositivo generador de         vapor externo."
8516.40.00.900P,Las dem?s
8516.50.00,-Hornos de microondas
8516.50.00.1,Con panel de control mec�nico
8516.50.00.110N,De capacidad inferior o igual a 37 litros
8516.50.00.190P,Los dem?s
8516.50.00.2,Con panel de control digital
8516.50.00.210U,De capacidad inferior o igual a 24 litros
8516.50.00.220X,De capacidad superior a 24 litros pero        inferior o igual a 28 litros
8516.50.00.230A,De capacidad superior a 28 litros pero        inferior o igual a 31 litros
8516.50.00.240D,De capacidad superior a 31 litros pero        inferior o igual a 37 litros
8516.50.00.290V,Los dem?s
8516.60.00,"-Los dem�s hornos; cocinas, hornillos (incluidas  las mesas de cocci�n), parrillas y asadores"
8516.60.00.100Z,De funcionamiento mixto (gas y electricidad)
8516.60.00.2,"Hornos el�ctricos, excepto los de empotrar"
8516.60.00.210H,De capacidad superior o igual a 18 l pero        inferior o igual a 36 l
8516.60.00.220L,De capacidad superior o igual a 37 l pero        inferior o igual a 60 l
8516.60.00.29,Los dem?s
8516.60.00.291L,De capacidad inferior a 12 l
8516.60.00.299D,Los demas
8516.60.00.300K,"Hornos electricos, de empotrar"
8516.60.00.400Q,"Cocinas electricas, con horno incorporado"
8516.60.00.500W,"Anafes o placas de induccion, de funcionamiento electrico"
8516.60.00.900T,Los dem?s
8516.7,-Los dem�s aparatos electrot�rmicos:
8516.71.00.000V,--Aparatos para la preparacion de cafe o te
8516.72.00.000G,--Tostadoras de pan
8516.79,--Los demas
8516.79.10.000A,Cacerolas
8516.79.20.000K,Freidoras
8516.79.90,Los dem�s
8516.79.90.100J,Aparatos para dosificaci?n de pegamento
8516.79.90.200P,Aparatos electrotermicos para dispersi?n de       insecticidas
8516.79.90.300V,Panquequeras
8516.79.90.400A,Yogurteras
8516.79.90.500F,Jarras o pavas
8516.79.90.900C,Los dem?s
8516.80,-Resistencias calentadoras
8516.80.10.000G,Para los aparatos de esta partida
8516.80.90,Las dem?s
8516.80.90.100Q,Utilizadas para la fabricacion de bujias de precalentamiento para uso automotriz
8516.80.90.900J,Las demas
8516.90.00.000L,-Partes
85.17,"TELEFONOS, INCLUIDOS LOS TELEFONOS INTELIGENTES Y DEMAS TELEFONOS CELULARES (MOVILES)* Y LOS DE OTRAS REDES INALAMBRICAS; LOS DEMAS APARATOS DE EMISION, TRANSMISION O RECEPCION DE VOZ, IMAGEN U OTROS DATOS, INCLUIDOS LOS DE COMUNICACION EN RED CON O SIN CABLE (TALES COMO REDES LOCALES (LAN) O EXTENDIDAS (WAN)), DISTINTOS DE LOS APARATOS DE EMISION, TRANSMISION O RECEPCION DE LAS PARTIDAS 84.43, 85.25, 85.27 U 85.28."
8517.1,"-Telefonos, incluidos los telefonos inteligentes y demas telefonos celulares (moviles)* y los de otras redes inalambricas:"
8517.11.00,--Telefonos de auricular inalambrico combinado con microfono
8517.11.00.1,Combinados con otros aparatos
8517.11.00.110M,De frecuencia superior o igual a 1880 MHz        pero inferior o igual a 1900 MHz
8517.11.00.190N,Los dem?s
8517.11.00.9,Los dem�s
8517.11.00.910F,De frecuencia superior o igual a 1880 MHz        pero inferior o igual a 1900 MHz
8517.11.00.990G,Los dem?s
8517.13.00.000C,--Telefonos inteligentes
8517.14,--Los demas telefonos celulares (moviles)* y los de otras redes inalambricas
8517.14.10.000Z,"De radiotelefonia, analogicos"
8517.14.3,"De telefonia celular, excepto por satelite"
8517.14.31.000B,Portatiles
8517.14.32.000J,"Fijos, sin fuente propia de energia"
8517.14.39.000M,Las demas
8517.14.4,De telecomunicaciones por satelite
8517.14.41.000L,"Digitales, operando en banda C, Ku, L o S"
8517.14.49.000X,Los demas
8517.14.90,Los demas
